symbol,direction,current_price,sweep_price,fvg_price,gap_percent,candles_between,setup_quality
LPTUSDT,BEARISH,10.737,15.394,13.807,10.309211381057553,5,A+
ZKUSDT,BEARISH,0.1392,0.2111,0.1895,10.232117479867364,5,A+
SSVUSDT,BEARISH,18.02,22.87,20.53,10.231744643637953,5,A+
KDAUSDT,BEARISH,0.7251,0.9538,0.8567,10.18033130635353,5,A+
TIAUSDT,BEARISH,3.938,5.143,4.621,10.149718063387116,5,A+
NFPUSDT,BEARISH,0.181,0.2958,0.2658,10.141987829614612,5,A+
CETUSUSDT,BEARISH,0.1963,0.3225,0.3551,10.10852713178295,1,A+
INJUSDT,BULLISH,18.48,25.38,22.82,10.086682427107954,11,A+
SUSHIUSDT,BEARISH,1.208,1.352,1.488,10.059171597633128,2,A+
APEUSDT,BEARISH,0.926,0.998,1.098,10.02004008016033,1,A+
NEARUSDT,BEARISH,4.445,4.981,5.472,9.857458341698464,2,A+
OMNIUSDT,BULLISH,6.94,9.65,8.7,9.844559585492238,3,A+
KAVAUSDT,BULLISH,0.4174,0.5701,0.5141,9.822838098579204,20,A+
XAIUSDT,BEARISH,0.1569,0.2434,0.2195,9.819227608874282,5,A+
SXPUSDT,BULLISH,0.2816,0.3701,0.3338,9.80815995676844,2,A+
RAYUSDT,BEARISH,6.988,6.985,6.3,9.806728704366506,2,A+
MOVRUSDT,BEARISH,9.178,9.787,10.739,9.727189128435679,1,A+
FISUSDT,BULLISH,0.2895,0.4951,0.4471,9.695011108866893,17,A+
USUALUSDT,BEARISH,0.3002,0.8631,0.7796,9.674429382458582,3,A+
BICOUSDT,BEARISH,0.2339,0.3137,0.2835,9.627032196365958,5,A+
COWUSDT,BEARISH,0.5471,0.5196,0.5695,9.603541185527341,2,A+
MANTAUSDT,BULLISH,0.588,0.711,0.779,9.563994374120966,15,A+
BLURUSDT,BEARISH,0.1777,0.2593,0.2346,9.525645969919003,5,A+
MASKUSDT,BEARISH,2.209,2.512,2.751,9.514331210191077,1,A+
JTOUSDT,BEARISH,3.273,3.185,2.882,9.513343799058083,4,A+
QTUMUSDT,BEARISH,2.757,3.322,3.006,9.512341962673098,5,A+
HFTUSDT,BEARISH,0.146,0.2098,0.1899,9.48522402287892,5,A+
RENDERUSDT,BULLISH,5.497,6.359,5.759,9.435445824815217,7,A+
ALPINEUSDT,BULLISH,1.118,1.372,1.243,9.402332361516034,19,A+
CVCUSDT,BULLISH,0.1364,0.1974,0.1789,9.371833839918942,14,A+
DYDXUSDT,BEARISH,1.0252,1.1313,1.2373,9.369751613188376,1,A+
AUCTIONUSDT,BEARISH,12.03,16.88,15.3,9.360189573459705,5,A+
ACXUSDT,BEARISH,0.415,0.3865,0.4225,9.314359637774897,2,A+
CELOUSDT,BULLISH,0.5287,0.6274,0.569,9.308256295824037,16,A+
CTXCUSDT,BULLISH,0.2189,0.2697,0.2448,9.232480533926587,2,A+
BANANAUSDT,BEARISH,36.65,41.44,37.63,9.194015444015433,2,A+
HOOKUSDT,BULLISH,0.2675,0.468,0.4251,9.166666666666677,20,A+
ORDIUSDT,BEARISH,18.24,26.77,24.32,9.152035861038474,5,A+
JOEUSDT,BULLISH,0.3099,0.369,0.3353,9.132791327913282,2,A+
GRTUSDT,BEARISH,0.1706,0.2314,0.2103,9.118409680207437,5,A+
C98USDT,BEARISH,0.1214,0.1736,0.1578,9.101382488479267,5,A+
SEIUSDT,BEARISH,0.308,0.4343,0.3949,9.072069997697454,5,A+
VOXELUSDT,BEARISH,0.1296,0.1433,0.1563,9.071877180739694,1,A+
CHESSUSDT,BEARISH,0.1472,0.1915,0.1742,9.033942558746741,5,A+
MBOXUSDT,BEARISH,0.1335,0.1658,0.1807,8.98673100120627,1,A+
PYTHUSDT,BEARISH,0.2758,0.3709,0.3376,8.978161229441897,5,A+
RPLUSDT,BEARISH,7.98,11.59,10.55,8.973252804141495,5,A+
POLYXUSDT,BEARISH,0.2251,0.2862,0.2606,8.944793850454232,5,A+
AEVOUSDT,BEARISH,0.2508,0.3734,0.3401,8.918050348152114,5,A+
BNXUSDT,BEARISH,0.2504,0.4086,0.3722,8.908467939304954,4,A+
LUMIAUSDT,BULLISH,0.86,1.084,0.988,8.856088560885617,2,A+
NTRNUSDT,BEARISH,0.2681,0.3807,0.3472,8.799579721565532,5,A+
IMXUSDT,BEARISH,1.085,1.137,1.237,8.795074758135451,1,A+
CVXUSDT,BEARISH,2.926,3.896,4.237,8.752566735112941,1,A+
NMRUSDT,BULLISH,12.15,17.45,15.93,8.710601719197705,6,A+
BANDUSDT,BEARISH,1.137,1.264,1.154,8.702531645569628,3,A+
PIXELUSDT,BEARISH,0.1008,0.1632,0.149,8.700980392156874,5,A+
CYBERUSDT,BEARISH,2.41,3.396,3.101,8.686690223792695,5,A+
ACTUSDT,BEARISH,0.1864,0.1578,0.1715,8.681875792141962,1,A+
IOUSDT,BEARISH,2.678,2.883,3.133,8.671522719389525,1,A+
PROSUSDT,BULLISH,0.4417,0.4765,0.4352,8.667366211962225,2,A+
XLMUSDT,BULLISH,0.3958,0.5029,0.4594,8.649830980314185,10,A+
RADUSDT,BULLISH,1.0,1.446,1.321,8.644536652835408,14,A+
AIUSDT,BEARISH,0.4537,0.5694,0.6186,8.640674394099056,1,A+
LITUSDT,BEARISH,0.583,0.811,0.881,8.63131935881627,1,A+
MANTAUSDT,BEARISH,0.588,0.87,0.795,8.62068965517241,5,A+
VOXELUSDT,BULLISH,0.1296,0.2019,0.1845,8.618127786032689,11,A+
BATUSDT,BEARISH,0.2142,0.2286,0.2483,8.617672790901135,1,A+
RLCUSDT,BEARISH,1.591,2.302,2.104,8.601216333622935,4,A+
SEIUSDT,BULLISH,0.308,0.3709,0.3392,8.546778107306553,17,A+
AUDIOUSDT,BEARISH,0.1278,0.1381,0.1263,8.544532947139757,3,A+
PROMUSDT,BEARISH,4.97,7.944,7.267,8.52215508559919,1,A+
AXLUSDT,BEARISH,0.5336,0.7042,0.6444,8.49190570860552,5,A+
LDOUSDT,BEARISH,1.883,1.892,1.732,8.456659619450313,4,A+
SCRTUSDT,BEARISH,0.3099,0.3414,0.3702,8.43585237258348,1,A+
AVAXUSDT,BEARISH,32.95,35.68,38.64,8.295964125560541,2,A+
STRKUSDT,BEARISH,0.3417,0.4844,0.4443,8.278282411230393,5,A+
SAGAUSDT,BEARISH,1.1008,1.4206,1.303,8.278192313107148,4,A+
API3USDT,BEARISH,1.197,1.341,1.452,8.277404921700223,1,A+
WIFUSDT,BEARISH,1.196,1.442,1.561,8.25242718446602,1,A+
METISUSDT,BULLISH,31.98,40.17,36.86,8.239980084640285,8,A+
GTCUSDT,BEARISH,0.55,0.765,0.702,8.235294117647065,5,A+
STXUSDT,BEARISH,1.256,1.676,1.538,8.23389021479713,5,A+
WUSDT,BEARISH,0.215,0.2835,0.2602,8.218694885361549,5,A+
XTZUSDT,BULLISH,1.068,1.482,1.361,8.16464237516869,7,A+
LQTYUSDT,BEARISH,1.521,1.754,1.611,8.152793614595213,4,A+
MAVUSDT,BEARISH,0.1252,0.1515,0.1638,8.118811881188122,1,A+
LINKUSDT,BEARISH,23.81,24.34,26.3,8.052588331963848,2,A+
SXPUSDT,BEARISH,0.2816,0.3014,0.3256,8.02919708029197,1,A+
SNXUSDT,BEARISH,1.526,1.582,1.709,8.027812895069532,1,A+
PERPUSDT,BEARISH,0.6085,0.7685,0.7071,7.989590110605077,5,A+
SANDUSDT,BEARISH,0.5148,0.557,0.6014,7.971274685816875,2,A+
GLMUSDT,BULLISH,0.3173,0.4165,0.3833,7.971188475390158,12,A+
SYNUSDT,BEARISH,0.4385,0.5715,0.6169,7.944006999125108,1,A+
ALICEUSDT,BEARISH,0.922,1.061,1.145,7.917059377945342,1,A+
ATOMUSDT,BEARISH,5.859,7.115,6.552,7.91286015460296,5,A+
PENDLEUSDT,BULLISH,3.291,3.602,3.887,7.912270960577461,15,A+
ZROUSDT,BEARISH,3.521,4.171,4.501,7.911771757372334,2,A+
XVSUSDT,BULLISH,7.38,9.48,8.73,7.911392405063291,2,A+
LPTUSDT,BULLISH,10.737,11.263,10.374,7.893101305158477,8,A+
PROMUSDT,BULLISH,4.97,7.587,6.99,7.868722815342026,3,A+
EGLDUSDT,BEARISH,28.35,35.62,32.84,7.804604154969103,5,A+
BELUSDT,BEARISH,0.6983,0.591,0.545,7.783417935702189,5,A+
AVAUSDT,BEARISH,0.8132,1.2455,1.1494,7.7157767964672885,4,A+
CTSIUSDT,BEARISH,0.1278,0.1609,0.1485,7.706650093225603,5,A+
SUPERUSDT,BEARISH,0.9491,1.0956,1.1798,7.685286600949256,1,A+
HIGHUSDT,BEARISH,1.138,1.216,1.309,7.648026315789472,1,A+
TRBUSDT,BEARISH,45.91,61.88,57.19,7.579185520361999,4,A+
FXSUSDT,BEARISH,2.455,2.976,3.201,7.560483870967745,1,A+
GMXUSDT,BEARISH,20.53,26.96,24.93,7.529673590504456,4,A+
AXSUSDT,BULLISH,5.127,6.001,5.55,7.5154140976504,15,A+
PSGUSDT,BULLISH,2.525,2.933,2.713,7.500852369587445,2,A+
IOTAUSDT,BULLISH,0.2943,0.3362,0.311,7.495538370017847,13,A+
APTUSDT,BEARISH,7.47,8.41,9.04,7.491082045184292,1,A+
SANTOSUSDT,BEARISH,3.238,3.39,3.139,7.404129793510333,5,A+
LUNAUSDT,BULLISH,0.3137,0.516,0.4779,7.383720930232562,11,A+
BAKEUSDT,BEARISH,0.1798,0.2555,0.2368,7.318982387475535,5,A+
SANDUSDT,BULLISH,0.5148,0.6878,0.6375,7.313172433847051,9,A+
OMUSDT,BULLISH,4.7213,4.1028,3.8037,7.2901433167592895,12,A+
MAGICUSDT,BULLISH,0.3337,0.4759,0.4413,7.270434965328844,16,A+
AIXBTUSDT,BULLISH,0.4463,0.5237,0.4858,7.2369677296162,6,A+
ADXUSDT,BEARISH,0.1627,0.2157,0.2001,7.232267037552156,5,A+
PUNDIXUSDT,BEARISH,0.4169,0.5057,0.4693,7.197943444730086,6,A+
ILVUSDT,BEARISH,29.1,34.72,37.21,7.171658986175121,1,A+
RONINUSDT,BEARISH,1.468,1.642,1.759,7.125456760048721,1,A+
TKOUSDT,BEARISH,0.3579,0.3364,0.3602,7.074910820451856,2,A+
THETAUSDT,BEARISH,1.906,2.003,2.144,7.039440838741888,2,A+
IDUSDT,BEARISH,0.3428,0.3991,0.4271,7.015785517414173,1,A+
MKRUSDT,BEARISH,1105.0,1270.0,1359.0,7.007874015748032,1,A+
FETUSDT,BEARISH,0.997,1.187,1.27,6.992417860151639,1,A+
ONTUSDT,BEARISH,0.2102,0.2248,0.2405,6.983985765124552,1,A+
1INCHUSDT,BEARISH,0.3009,0.4071,0.3787,6.976172930483919,5,A+
HFTUSDT,BULLISH,0.146,0.151,0.1405,6.953642384105948,7,A+
DOGEUSDT,BEARISH,0.32719,0.36289,0.38809,6.944253079445563,1,A+
PERPUSDT,BULLISH,0.6085,0.7169,0.7665,6.918677639838188,15,A+
GRTUSDT,BULLISH,0.1706,0.2142,0.229,6.9094304388422065,15,A+
EOSUSDT,BULLISH,0.7409,1.0119,0.9427,6.8386204170372595,6,A+
ARKUSDT,BEARISH,0.4988,0.5302,0.5663,6.808751414560548,1,A+
KSMUSDT,BEARISH,24.81,33.65,31.36,6.8053491827637425,5,A+
CFXUSDT,BULLISH,0.1532,0.1749,0.163,6.803887935963404,15,A+
LRCUSDT,BULLISH,0.1613,0.1895,0.2023,6.754617414248024,16,A+
CHRUSDT,BEARISH,0.1554,0.1867,0.1993,6.748794858061061,1,A+
GLMUSDT,BEARISH,0.3173,0.3463,0.3696,6.728270285879291,1,A+
INJUSDT,BEARISH,18.48,21.47,22.91,6.707033069399168,1,A+
POWRUSDT,BEARISH,0.2509,0.2508,0.2676,6.698564593301428,1,A+
XVSUSDT,BEARISH,7.38,9.41,8.78,6.695005313496289,5,A+
POLUSDT,BEARISH,0.3981,0.4454,0.475,6.6457117198024145,2,A+
STEEMUSDT,BULLISH,0.2066,0.2682,0.2504,6.636838180462336,12,A+
DEGOUSDT,BEARISH,1.872,2.052,2.188,6.627680311890844,1,A+
PYRUSDT,BEARISH,2.75,3.2,2.988,6.625000000000006,4,A+
MEUSDT,BEARISH,1.85,1.751,1.867,6.624785836664769,2,A+
RADUSDT,BEARISH,1.0,1.075,1.146,6.604651162790693,1,A+
LRCUSDT,BEARISH,0.1613,0.2014,0.1881,6.603773584905663,4,A+
AXSUSDT,BEARISH,5.127,5.807,6.184,6.492164628896156,2,A+
STGUSDT,BEARISH,0.3275,0.4039,0.3781,6.38771973260708,4,A+
LUMIAUSDT,BEARISH,0.86,0.978,1.04,6.339468302658492,1,A+
MINAUSDT,BEARISH,0.4537,0.5252,0.5584,6.321401370906322,1,A+
ACTUSDT,BULLISH,0.1864,0.3947,0.3698,6.308588801621479,2,A+
ORCAUSDT,BULLISH,2.751,3.142,2.944,6.301718650541055,2,A+
ARBUSDT,BEARISH,0.6091,0.6982,0.7417,6.23030650243483,2,A+
FISUSDT,BEARISH,0.2895,0.3509,0.3727,6.212596181248215,1,A+
SYNUSDT,BULLISH,0.4385,0.7234,0.6785,6.206801216477751,13,A+
FXSUSDT,BULLISH,2.455,2.562,2.404,6.167056986729115,7,A+
COMPUSDT,BULLISH,69.2,85.73,80.47,6.135541817333494,5,A+
NMRUSDT,BEARISH,12.15,13.07,13.87,6.120887528691652,1,A+
BADGERUSDT,BEARISH,3.953,4.088,3.839,6.09099804305284,4,A+
MAGICUSDT,BEARISH,0.3337,0.3174,0.3367,6.0806553245116515,2,A+
JUPUSDT,BEARISH,1.0936,1.1371,1.0688,6.006507782956646,2,A+
ATMUSDT,BULLISH,1.671,1.882,1.769,6.004250797024442,20,A+
LTCUSDT,BULLISH,116.74,137.94,129.68,5.988110772799762,5,A+
ICPUSDT,BEARISH,8.648,9.893,10.485,5.984029111492962,2,A+
STEEMUSDT,BEARISH,0.2066,0.219,0.2321,5.981735159817352,1,A+
JOEUSDT,BEARISH,0.3099,0.3353,0.3551,5.905159558604247,1,A+
SOLUSDT,BEARISH,231.67,207.76,195.5,5.901039661147474,5,A+
THEUSDT,BEARISH,0.6672,1.3536,1.2739,5.888002364066185,3,A+
PHAUSDT,BEARISH,0.194,0.3404,0.3209,5.728554641598109,2,A+
KAIAUSDT,BULLISH,0.1892,0.2584,0.2436,5.727554179566566,3,A+
PUNDIXUSDT,BULLISH,0.4169,0.5291,0.4988,5.726705726705726,13,A+
VANAUSDT,BULLISH,9.026,13.148,12.4,5.689078186796466,12,A+
PORTOUSDT,BEARISH,1.29,1.55,1.462,5.677419354838715,4,A+
IOTAUSDT,BEARISH,0.2943,0.2817,0.2976,5.644302449414259,2,A+
CAKEUSDT,BEARISH,1.957,2.184,2.307,5.631868131868121,1,A+
KAIAUSDT,BEARISH,0.1892,0.2122,0.2241,5.607917059377943,2,A+
DASHUSDT,BEARISH,32.4,33.26,35.12,5.592303066746842,1,A+
LAZIOUSDT,BEARISH,1.269,1.54,1.454,5.584415584415589,4,A+
PSGUSDT,BEARISH,2.525,3.109,2.936,5.564490189771632,4,A+
CTXCUSDT,BEARISH,0.2189,0.2267,0.2393,5.558006175562417,1,A+
HOOKUSDT,BEARISH,0.2675,0.3237,0.3416,5.5298115539079475,1,A+
HIVEUSDT,BULLISH,0.4139,0.5514,0.5213,5.458832063837507,3,A+
JTOUSDT,BULLISH,3.273,3.068,2.901,5.443285528031299,2,A+
TRXUSDT,BEARISH,0.2411,0.2287,0.241,5.378224748578927,2,A+
ADAUSDT,BEARISH,0.9497,1.0452,0.9892,5.3578262533486365,2,A+
ALGOUSDT,BULLISH,0.3719,0.3655,0.346,5.335157318741455,16,A+
AAVEUSDT,BULLISH,292.5,355.43,336.49,5.328756717215766,14,A+
SUIUSDT,BEARISH,3.7573,4.5071,4.7468,5.318275609593752,2,A+
LITUSDT,BULLISH,0.583,0.838,0.882,5.250596658711222,16,A+
CVCUSDT,BEARISH,0.1364,0.1506,0.1585,5.245683930942889,1,A+
LUNAUSDT,BEARISH,0.3137,0.3644,0.3834,5.2140504939626835,1,A+
IOUSDT,BULLISH,2.678,3.142,3.305,5.187778485041383,16,A+
UMAUSDT,BULLISH,2.153,2.839,2.693,5.142655864741103,2,A+
WBETHUSDT,BULLISH,3312.06,3576.93,3394.11,5.111086881767317,2,A+
CFXUSDT,BEARISH,0.1532,0.1392,0.1321,5.100574712643676,1,A+
TONUSDT,BEARISH,4.874,5.481,5.204,5.053822295201608,4,A+
NTRNUSDT,BULLISH,0.2681,0.3438,0.3611,5.031995346131467,15,A+
HIVEUSDT,BEARISH,0.4139,0.4482,0.4707,5.020080321285145,1,A+
CTKUSDT,BEARISH,0.5732,0.6596,0.6921,4.927228623408139,1,A+
OGUSDT,BULLISH,4.205,4.129,3.926,4.916444659723891,8,A+
DYMUSDT,BULLISH,0.904,0.989,0.942,4.752275025278063,6,A+
XTZUSDT,BEARISH,1.068,1.032,1.081,4.748062015503869,2,A+
GLMRUSDT,BEARISH,0.1628,0.1574,0.1647,4.637865311308768,2,A+
WIFUSDT,BULLISH,1.196,1.92,1.832,4.583333333333326,4,A+
ETCUSDT,BULLISH,25.74,26.23,27.43,4.574914220358366,15,A+
ORCAUSDT,BEARISH,2.751,4.033,4.217,4.56236052566326,1,A+
DEXEUSDT,BEARISH,15.75,15.617,14.907,4.546327719792539,2,A+
LISTAUSDT,BEARISH,0.2482,0.3349,0.3198,4.508808599581966,3,A+
LTCUSDT,BEARISH,116.74,118.71,124.06,4.506781231572748,1,A+
BIOUSDT,BEARISH,0.2327,0.269,0.2569,4.4981412639405205,1,A+
KAVAUSDT,BEARISH,0.4174,0.4157,0.4343,4.474380562905942,2,A+
TWTUSDT,BEARISH,1.0049,1.1317,1.1821,4.453477069894849,1,A+
ARUSDT,BEARISH,13.0,17.55,16.77,4.444444444444451,2,A+
COMPUSDT,BEARISH,69.2,77.3,73.89,4.411384217335054,4,A+
BNSOLUSDT,BEARISH,239.0,258.6,247.2,4.40835266821347,1,A+
OPUSDT,BEARISH,1.449,1.978,1.891,4.398382204246712,2,A+
OSMOUSDT,BEARISH,0.3843,0.3936,0.3763,4.395325203252027,2,A+
METISUSDT,BEARISH,31.98,42.43,40.61,4.28941786471836,2,A+
YFIUSDT,BEARISH,7115.0,8456.0,8097.0,4.2455061494796595,4,A+
NEOUSDT,BEARISH,13.09,12.76,13.3,4.231974921630101,2,A+
ILVUSDT,BULLISH,29.1,38.46,40.08,4.212168486739463,15,A+
SUSHIUSDT,BULLISH,1.208,1.624,1.556,4.187192118226604,16,A+
FILUSDT,BEARISH,4.557,4.424,4.608,4.159132007233256,1,A+
FIDAUSDT,BEARISH,0.1934,0.2723,0.261,4.149834741094373,2,A+
EDUUSDT,BULLISH,0.4436,0.6299,0.6039,4.127639307826643,3,A+
ICXUSDT,BEARISH,0.1523,0.1971,0.1891,4.058853373921871,2,A+
EOSUSDT,BEARISH,0.7409,0.8553,0.8206,4.057056003741373,2,A+
TONUSDT,BULLISH,4.874,5.386,5.17,4.010397326401786,3,A+
STORJUSDT,BEARISH,0.4135,0.5726,0.5497,3.9993014320642737,3,A+
DOTUSDT,BEARISH,5.793,7.306,7.014,3.9967150287434956,2,A+
SAGAUSDT,BULLISH,1.1008,1.6585,1.5928,3.961410913476038,6,A+
SLFUSDT,BEARISH,0.2332,0.236,0.2453,3.940677966101696,1,A+
STGUSDT,BULLISH,0.3275,0.4492,0.4315,3.94033837934105,6,A+
CYBERUSDT,BULLISH,2.41,3.262,3.135,3.8933169834457457,5,A+
MANAUSDT,BULLISH,0.4309,0.5225,0.5426,3.846889952153112,15,A+
OGUSDT,BEARISH,4.205,4.62,4.443,3.8311688311688417,3,A+
XRPUSDT,BULLISH,3.0797,3.3076,3.1817,3.8063852944733245,16,A+
HBARUSDT,BEARISH,0.31089,0.30049,0.28909,3.7938034543578714,2,A+
BNXUSDT,BULLISH,0.2504,0.2402,0.2493,3.7885095753538702,8,A+
BCHUSDT,BULLISH,417.4,461.4,478.6,3.7277850021673267,12,A+
ALGOUSDT,BEARISH,0.3719,0.3979,0.4127,3.719527519477265,1,A+
CRVUSDT,BULLISH,0.7078,0.9184,0.9523,3.691202090592339,16,A+
QNTUSDT,BEARISH,104.0,103.9,107.7,3.6573628488931633,1,A+
FLOWUSDT,BEARISH,0.621,0.608,0.63,3.6184210526315828,1,A+
RUNEUSDT,BEARISH,2.059,3.443,3.567,3.6015103107754896,1,A+
ETCUSDT,BEARISH,25.74,26.86,25.9,3.5740878629933017,2,A+
AEVOUSDT,BULLISH,0.2508,0.3613,0.3484,3.57044007749793,2,A+
ZRXUSDT,BEARISH,0.4032,0.5008,0.4832,3.514376996805112,2,A+
ADXUSDT,BULLISH,0.1627,0.1675,0.1617,3.4626865671641784,8,A+
XLMUSDT,BEARISH,0.3958,0.4332,0.4482,3.4626038781163464,1,A+
AUCTIONUSDT,BULLISH,12.03,15.38,14.85,3.4460338101430503,16,A+
VANAUSDT,BEARISH,9.026,16.024,15.473,3.4385921118322527,2,A+
RENDERUSDT,BEARISH,5.497,8.388,8.101,3.421554601812101,2,A+
ADAUSDT,BULLISH,0.9497,1.1023,1.0646,3.4201215640025464,10,A+
ENSUSDT,BEARISH,31.7,34.5,33.33,3.3913043478260922,2,A+
POLUSDT,BULLISH,0.3981,0.4783,0.4944,3.366088229144889,15,A+
ENJUSDT,BEARISH,0.146,0.2302,0.2225,3.34491746307558,1,A+
REQUSDT,BEARISH,0.1184,0.1257,0.1215,3.341288782816236,4,A+
ACEUSDT,BULLISH,1.404,1.712,1.655,3.329439252336445,2,A+
ZECUSDT,BEARISH,42.79,49.42,47.83,3.2173209227033657,1,A+
ARUSDT,BULLISH,13.0,17.27,16.73,3.126809496236243,10,A+
NEARUSDT,BULLISH,4.445,5.248,5.41,3.0868902439024373,16,A+
HBARUSDT,BULLISH,0.31089,0.3608,0.34984,3.0376940133037764,10,A+
BCHUSDT,BEARISH,417.4,447.0,433.5,3.0201342281879198,4,A+
AIXBTUSDT,BEARISH,0.4463,0.8175,0.8419,2.9847094801223215,1,A+
CTSIUSDT,BULLISH,0.1278,0.139,0.1349,2.9496402877697987,2,A+
FTTUSDT,BULLISH,2.0694,2.2157,2.1515,2.8975041747529016,3,A+
OMUSDT,BEARISH,4.7213,4.4569,4.5847,2.867463932329639,2,A+
EIGENUSDT,BEARISH,2.624,2.701,2.624,2.8507960014809313,1,A+
IMXUSDT,BULLISH,1.085,1.335,1.373,2.8464419475655456,15,A+
COOKIEUSDT,BULLISH,0.264,0.5382,0.5534,2.8242289111854313,10,A+
KDAUSDT,BULLISH,0.7251,1.0362,1.0071,2.8083381586566207,5,A+
GTCUSDT,BULLISH,0.55,0.684,0.703,2.777777777777764,15,A+
RPLUSDT,BULLISH,7.98,10.48,10.77,2.7671755725190756,15,A+
AIUSDT,BULLISH,0.4537,0.774,0.7537,2.6227390180878536,15,A+
SCRTUSDT,BULLISH,0.3099,0.4365,0.4251,2.611683848797256,16,A+
MOVEUSDT,BEARISH,0.8167,0.6498,0.6666,2.5854108956601918,1,A+
ATMUSDT,BEARISH,1.671,1.641,1.681,2.437538086532604,1,A+
BELUSDT,BULLISH,0.6983,0.6125,0.5976,2.432653061224493,3,A+
FLUXUSDT,BEARISH,0.4711,0.5853,0.5712,2.409021014864172,2,A+
COOKIEUSDT,BEARISH,0.264,0.3614,0.3701,2.407304925290533,2,A+
LQTYUSDT,BULLISH,1.521,1.946,1.901,2.312435765673172,7,A+
ETHFIUSDT,BULLISH,1.534,1.99,2.036,2.3115577889447256,15,A+
MAVUSDT,BULLISH,0.1252,0.1832,0.1874,2.2925764192139786,15,A+
THETAUSDT,BULLISH,1.906,2.357,2.41,2.2486211285532427,15,A+
QNTUSDT,BULLISH,104.0,116.0,118.6,2.2413793103448225,15,A+
BNBUSDT,BEARISH,672.34,683.05,697.88,2.1711441329331738,1,A+
AGLDUSDT,BEARISH,1.465,2.082,2.038,2.113352545629205,1,A+
ETHUSDT,BEARISH,3128.1,3070.8,3133.4,2.038556727888495,2,A+
ARBUSDT,BULLISH,0.6091,0.776,0.7606,1.9845360824742229,16,A+
HIGHUSDT,BULLISH,1.138,1.412,1.44,1.9830028328611915,15,A+
WBTCUSDT,BEARISH,103822.74,99050.16,101011.2,1.9798453631977915,2,A+
UMAUSDT,BEARISH,2.153,2.552,2.602,1.959247648902814,1,A+
PHBUSDT,BULLISH,1.356,1.409,1.436,1.9162526614620237,15,A+
WBETHUSDT,BEARISH,3312.06,3257.32,3317.68,1.8530571144376258,2,A+
MANAUSDT,BEARISH,0.4309,0.529,0.5193,1.833648393194715,1,A+
CGPTUSDT,BULLISH,0.2166,0.3792,0.3856,1.687763713080173,14,A+
UNIUSDT,BULLISH,11.828,14.209,14.447,1.6749947216552856,15,A+
